code,description
X6360,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while engaged in sports activity"
X6361,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while engaged in leisure activity"
X6362,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while working for income"
X6363,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while engaged in other types of work"
X6364,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities"
X6368,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, while engaged in other specified activities"
X6369,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, industrial and construction area, during unspecified activity"
X637,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm"
X6370,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while engaged in sports activity"
X6371,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while engaged in leisure activity"
X6372,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while working for income"
X6373,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while engaged in other types of work"
X6374,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while resting, sleeping, eating or engaging in other vital activities"
X6378,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, while engaged in other specified activities"
X6379,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, farm, during unspecified activity"
X638,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places"
X6380,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while engaged in sports activity"
X6381,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while engaged in leisure activity"
X6382,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while working for income"
X6383,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while engaged in other types of work"
X6384,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while resting, sleeping, eating or engaging in other vital activities"
X6388,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, while engaged in other specified activities"
X6389,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, other specified places, during unspecified activity"
X639,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place"
X6390,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while engaged in sports activity"
X6391,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while engaged in leisure activity"
X6392,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while working for income"
X6393,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while engaged in other types of work"
X6394,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while resting, sleeping, eating or engaging in other vital activities"
X6398,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, while engaged in other specified activities"
X6399,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, unspecified place, during unspecified activity"
X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X640,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home"
X6400,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while engaged in sports activity"
X6401,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while engaged in leisure activity"
X6402,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while working for income"
X6403,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while engaged in other types of work"
X6404,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while resting, sleeping, eating or engaging in other vital activities"
X6408,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, while engaged in other specified activities"
X6409,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, home, during unspecified activity"
